,month_date_yyyymm,postal_code,zip_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag,year,state_id
2185,2020-09-01,55378,"SAVAGE, MN",464950.0,-0.0629,-0.0413,55.0,0.5714,1.5581,30.0,-0.2237,-0.1918,48.0,0.2,0.7143,0.0,,,24.0,0.7143,11.0,32.0,0.1429,-0.1111,199.0,0.0179,0.049,2492.0,0.0,0.0099,535880.0,-0.0489,0.0431,85.0,0.36,0.4407,0.5818,-0.2182,-1.0926,1.0,2020,MN
2186,2020-09-01,68410,"NEBRASKA CITY, NE",210000.0,0.1351,1.3033,12.0,-0.0769,1.4,89.0,-0.1797,1.184,8.0,0.0,1.0,0.0,,,4.0,,,10.0,0.25,0.3333,137.0,-0.0444,0.0058,1818.0,0.1099,0.5374,311339.0,0.037,1.4055,22.0,0.0476,0.76,0.8333,0.2179,-0.6667,1.0,2020,NE
2187,2020-09-01,41132,"DENTON, KY",157495.0,0.125,,2.0,-0.2,,134.0,0.4645,,0.0,,,0.0,,,0.0,,,1.0,0.0,0.0,118.0,0.0598,,1350.0,0.122,,157495.0,0.3691,,3.0,0.0,2.0,0.5,0.1,,0.0,2020,KY
2188,2020-09-01,55150,"MENDOTA, MN",1925000.0,0.0,23.0926,0.0,,,83.0,1.9643,26.6667,0.0,,,0.0,,,0.0,,,1.0,0.0,,265.0,0.0,,7264.0,0.0,,1925000.0,0.0,23.0926,1.0,0.0,,,,,1.0,2020,MN
2189,2020-09-01,1349,"MILLERS FALLS, MA",279000.0,,0.6909,1.0,,0.0,5.0,,-0.973,0.0,,,0.0,,,0.0,,,1.0,0.0,,221.0,,0.9443,1261.0,,-0.1303,279000.0,,0.6909,1.0,0.0,0.0,1.0,,,1.0,2020,MA
2190,2020-09-01,10455,"BRONX, NY",135000.0,-0.6351,-0.4981,5.0,0.6667,-0.4118,24.0,-0.4483,-0.8613,0.0,,-1.0,0.0,,,0.0,,,2.0,0.5,,193.0,-0.4438,-0.3138,700.0,-0.344,-0.285,307600.0,-0.1448,-0.0433,7.0,1.0,-0.1765,0.3,-0.0333,,1.0,2020,NY
2191,2020-09-01,24931,"CRAWLEY, WV",284500.0,0.3878,0.3263,6.0,-0.1429,0.5,161.0,0.1588,-0.2411,0.0,,,0.0,,,0.0,,,1.0,,,155.0,0.0,0.0,1961.0,0.0,0.5221,558833.0,0.1025,-0.0333,7.0,0.0,0.75,0.1667,,,0.0,2020,WV
2192,2020-09-01,24521,"AMHERST, VA",377000.0,0.0047,0.1694,17.0,-0.0556,0.2593,44.0,0.2847,0.1579,0.0,-1.0,-1.0,0.0,,,0.0,,-1.0,11.0,0.1,0.2941,219.0,0.0321,0.2696,1738.0,0.0296,0.047,426536.0,0.038,-0.1344,28.0,0.0182,0.2727,0.6471,0.0915,0.0174,1.0,2020,VA
2193,2020-08-01,30271,,260000.0,,,0.0,,,59.0,,,0.0,,,0.0,,,0.0,,,1.0,0.0,,206.0,,,1260.0,,,260000.0,,,1.0,-0.5,,,,,0.0,2020,
2194,2020-08-01,96795,"WAIMANALO, HI",2547500.0,0.0744,0.6207,6.0,0.5,0.0,32.0,-0.7857,-0.5368,4.0,,1.0,0.0,,,0.0,,,1.0,-0.6,-0.5,1310.0,0.1909,1.0718,1994.0,0.0224,0.2252,2753833.0,0.2031,0.1668,6.0,-0.0769,-0.2941,0.1667,-0.4583,-0.1667,1.0,2020,HI
2195,2020-08-01,99341,"LIND, WA",85000.0,0.6237,-0.6792,2.0,,-0.6,5.0,-0.9053,-0.9412,4.0,,1.0,0.0,,,0.0,,,,,,61.0,0.0435,-0.5279,1449.0,0.5941,-0.5308,85000.0,0.6237,-0.7098,2.0,1.0,-0.6,,,,1.0,2020,WA
2196,2020-08-01,12538,"HYDE PARK, NY",724000.0,0.0176,0.891,49.0,-0.0577,0.7818,145.0,0.2775,2.1694,12.0,0.5,0.2,0.0,,,0.0,-1.0,-1.0,2.0,0.0,-0.8919,205.0,-0.1092,-0.1263,2603.0,0.0433,0.4312,1096628.0,-0.0567,1.7623,50.0,-0.0741,0.1628,0.0408,0.0024,-0.6319,1.0,2020,NY
2197,2020-08-01,47974,"PERRYSVILLE, IN",480000.0,,-0.3557,1.0,,0.0,5.0,,-0.8594,0.0,,,0.0,,,0.0,,,1.0,,-0.3333,156.0,,-0.7181,3072.0,,1.2857,480000.0,,-0.3557,1.0,,-0.6667,1.0,,-0.5,1.0,2020,IN
2198,2020-08-01,22460,"FARNHAM, VA",275000.0,-0.0342,0.4512,8.0,0.2308,1.6667,38.0,-0.567,-0.461,4.0,0.0,,0.0,,,0.0,,,7.0,1.3333,2.5,160.0,-0.0398,-0.0765,1464.0,-0.1871,0.3407,772750.0,-0.1628,0.1095,15.0,0.6667,2.0,0.875,0.4135,0.2083,0.0,2020,VA
2199,2020-08-01,19138,"PHILADELPHIA, PA",220000.0,0.0476,0.1085,66.0,-0.0638,-0.3433,51.0,-0.2444,-0.184,36.0,-0.0526,0.125,4.0,1.0,1.0,28.0,0.4,-0.3333,57.0,0.2,0.2128,164.0,0.0172,0.0407,1251.0,0.0154,0.0242,217382.0,0.0236,0.0853,121.0,0.0254,-0.1769,0.8636,0.1899,0.396,0.0,2020,PA
2200,2020-08-01,47305,"MUNCIE, IN",49900.0,0.0,0.4391,6.0,-0.3684,3.0,61.0,-0.062,0.0476,4.0,0.0,1.0,0.0,,,4.0,-0.3333,,6.0,1.0,2.0,40.0,0.2858,1.9622,2218.0,0.0859,-0.0255,86388.0,0.2271,1.4913,12.0,-0.0769,3.0,1.0,0.6842,-0.3333,1.0,2020,IN
2201,2020-08-01,47462,"SPRINGVILLE, IN",434900.0,0.0296,-0.0421,4.0,0.1429,0.6,32.0,-0.3118,0.2308,4.0,1.0,0.0,0.0,,,0.0,-1.0,,5.0,-0.4737,0.6667,186.0,0.404,0.2336,2306.0,0.0,-0.1279,533725.0,0.2845,0.2177,9.0,-0.3077,0.6364,1.25,-1.4643,0.05,0.0,2020,IN
2202,2020-08-01,72348,"HUGHES, AR",325000.0,0.5484,0.7114,13.0,0.3,0.8571,38.0,1.0267,-0.4571,0.0,-1.0,-1.0,0.0,,,0.0,,-1.0,3.0,2.0,-0.5,178.0,0.0038,0.7392,1935.0,0.3294,-0.1572,398544.0,0.3029,-0.0391,17.0,0.5455,0.3077,0.2308,0.1308,-0.6264,1.0,2020,AR
2203,2020-08-01,51637,"COLLEGE SPRINGS, IA",91800.0,-0.0265,,2.0,0.0,,152.0,0.2267,,0.0,,,0.0,,,0.0,,,1.0,,0.0,78.0,-0.0294,,1152.0,0.0,,91800.0,-0.0265,,2.0,0.0,1.0,0.5,,,0.0,2020,IA
2204,2020-08-01,55430,"MINNEAPOLIS, MN",279950.0,0.1198,0.0566,25.0,-0.1228,2.5714,32.0,0.024,-0.1899,32.0,0.2308,1.6667,0.0,,,8.0,0.3333,,30.0,0.0909,0.1111,171.0,-0.0464,-0.0081,1581.0,0.0425,0.0554,271324.0,0.0138,0.0239,57.0,0.0088,0.7273,1.2,0.2351,-2.6571,1.0,2020,MN
2205,2020-08-01,67364,"TYRO, KS",70000.0,0.0,-0.7358,1.0,0.0,,29.0,5.4444,-0.8274,0.0,-1.0,,0.0,,,0.0,,,,,,73.0,0.0,-0.3396,960.0,0.0,-0.6,70000.0,0.0,-0.7358,1.0,0.0,-0.3333,,,,1.0,2020,KS
2206,2020-08-01,43123,"GROVE CITY, OH",422135.0,0.0041,0.0053,60.0,-0.0977,0.2371,37.0,-0.2065,0.0896,60.0,0.0345,0.1111,0.0,,,32.0,0.6,0.6,60.0,0.3483,-0.0551,191.0,0.0109,-0.0122,2252.0,-0.0013,0.014,439012.0,0.0362,0.0023,119.0,0.0769,0.0721,1.0,0.3308,-0.3093,0.0,2020,OH
2207,2020-08-01,21229,"BALTIMORE, MD",199900.0,-0.0128,0.1761,88.0,0.0864,0.1355,41.0,0.0061,-0.0575,64.0,0.3333,-0.0857,0.0,,-1.0,48.0,0.4118,0.3333,75.0,0.0714,-0.0683,139.0,-0.0272,0.1636,1374.0,-0.0371,0.0378,226146.0,-0.0097,0.2955,163.0,0.0654,0.0316,0.8523,-0.0119,-0.1864,0.0,2020,MD
2208,2020-08-01,54125,"GOODMAN, WI",119900.0,,0.4106,1.0,,0.0,1.0,,-0.9286,0.0,,,0.0,,,0.0,,,1.0,,0.0,105.0,,-0.0752,1144.0,,0.5253,119900.0,,0.4106,1.0,,-0.3333,1.0,,0.0,1.0,2020,WI
2209,2020-08-01,29720,"LANCASTER, SC",319000.0,0.0432,-0.023,119.0,-0.1678,0.0578,58.0,-0.1212,0.3182,64.0,0.1034,-0.1579,0.0,,-1.0,40.0,-0.2593,0.0526,86.0,0.0058,-0.3175,191.0,-0.02,0.0319,1617.0,0.0054,-0.0653,392761.0,0.0417,0.0052,212.0,-0.0722,-0.0921,0.7227,0.1248,-0.3973,0.0,2020,SC
2210,2020-08-01,8863,"FORDS, NJ",450000.0,-0.0206,0.0287,11.0,0.4667,0.2941,29.0,-0.1857,1.0,12.0,0.5,0.0,0.0,,,0.0,,,17.0,-0.0811,-0.0286,376.0,0.1267,0.1996,1363.0,-0.1238,0.021,481187.0,-0.0145,0.0841,27.0,0.0385,0.0385,1.5455,-0.9212,-0.5134,0.0,2020,NJ
2211,2020-08-01,32905,"PALM BAY, FL",269250.0,-0.0367,0.058,122.0,0.1402,0.4878,44.0,-0.3889,-0.0435,64.0,0.3333,0.6,4.0,1.0,1.0,68.0,0.2593,0.7895,44.0,-0.0737,-0.2727,200.0,-0.0157,0.0376,1268.0,-0.0098,0.0096,284114.0,-0.0279,-0.1491,169.0,0.1046,0.1818,0.3607,-0.0833,-0.3771,0.0,2020,FL
2212,2020-08-01,48883,"SHEPHERD, MI",257000.0,-0.2092,0.5943,8.0,0.4545,7.0,113.0,0.0135,5.7463,8.0,3.0,1.0,0.0,,,0.0,,,5.0,4.0,0.6667,123.0,-0.0201,0.0595,2019.0,-0.4253,0.3538,265960.0,-0.1875,0.6499,13.0,0.8571,2.7143,0.625,0.4432,-2.375,1.0,2020,MI
2213,2020-08-01,99029,"REARDAN, WA",600000.0,0.0,0.4634,3.0,-0.1429,2.0,52.0,1.5366,-0.0095,0.0,-1.0,,0.0,,,0.0,,,2.0,1.0,0.0,348.0,0.0,0.1824,1724.0,0.0,0.2376,600000.0,-0.0072,0.4634,5.0,0.0,0.6667,0.6667,0.381,-1.3333,1.0,2020,WA
2214,2020-08-01,60457,"HICKORY HILLS, IL",327400.0,0.0963,-0.0904,12.0,0.1429,-0.4894,32.0,-0.3756,-0.4776,16.0,1.0,0.0,0.0,,,4.0,-0.3333,0.0,20.0,0.0526,0.4286,191.0,-0.1274,-0.1253,1593.0,0.3662,0.2382,347400.0,0.1424,-0.0086,31.0,0.0508,-0.1733,1.6667,-0.1429,1.0709,0.0,2020,IL
2215,2020-08-01,7644,"LODI, NJ",549000.0,0.1227,0.0861,3.0,-0.5385,0.5,37.0,0.85,1.4667,4.0,0.0,0.0,0.0,,,0.0,,,1.0,-0.6667,-0.5,112.0,-0.2836,-0.7217,5001.0,0.1856,2.6115,557667.0,0.1454,0.1135,4.0,-0.5789,0.0,0.3333,-0.1282,-0.6667,1.0,2020,NJ
2216,2020-08-01,26347,"FLEMINGTON, WV",122500.0,0.1136,-0.3966,2.0,-0.3333,0.0,171.0,0.1672,5.0531,0.0,,,0.0,,,0.0,,,1.0,,-0.6667,117.0,0.0,0.0127,1311.0,0.1106,-0.3686,122500.0,0.05,-0.4238,3.0,0.0,-0.4,0.5,,-1.0,1.0,2020,WV
2217,2020-08-01,73160,"OKLAHOMA CITY, OK",267500.0,0.0289,-0.1802,87.0,-0.0057,0.5818,33.0,-0.4091,-0.3264,92.0,0.1795,0.3143,0.0,,,28.0,0.0,1.3333,96.0,0.1636,0.1566,166.0,0.0007,0.0052,1711.0,0.0313,-0.074,309593.0,0.0676,-0.1272,195.0,0.1607,0.4029,1.1034,0.1606,-0.4056,1.0,2020,OK
2218,2020-08-01,5075,"THETFORD CENTER, VT",399000.0,-0.1447,,1.0,0.0,,23.0,-0.5818,,0.0,,,0.0,,,0.0,,,1.0,0.0,-0.5,196.0,-0.0353,,2037.0,-0.1036,,399000.0,-0.1447,,1.0,0.0,-0.5,1.0,0.0,,0.0,2020,VT
2219,2020-08-01,94103,"SAN FRANCISCO, CA",924500.0,0.0536,0.0284,66.0,-0.0571,0.0154,57.0,0.2667,0.1232,20.0,-0.0909,-0.2857,0.0,-1.0,,12.0,0.2,0.5,16.0,0.1429,-0.2889,835.0,-0.0216,-0.0692,1131.0,0.0217,0.1751,1414049.0,-0.122,-0.144,81.0,-0.0357,-0.069,0.2424,0.0424,-0.1037,0.0,2020,CA
2220,2020-08-01,60201,"EVANSTON, IL",477000.0,0.0157,0.0544,36.0,0.1429,-0.3739,26.0,0.1064,-0.3113,44.0,0.0476,-0.0833,0.0,,,4.0,-0.3333,-0.7143,62.0,0.6316,0.0508,345.0,0.1086,0.1547,1400.0,-0.1044,-0.1262,636282.0,0.0604,-0.0186,100.0,0.3514,-0.1266,1.7222,0.5159,0.6961,0.0,2020,IL
2221,2020-08-01,78950,"NEW ULM, TX",525000.0,0.0909,0.545,9.0,0.5,0.2857,92.0,0.1536,1.1647,0.0,-1.0,,0.0,,,0.0,-1.0,,1.0,-0.75,-0.5,260.0,-0.1933,0.2281,1816.0,0.0383,0.1322,504722.0,0.0129,0.5775,10.0,-0.0909,0.1111,0.1111,-0.5556,-0.1746,1.0,2020,TX
2222,2020-08-01,44483,"WARREN, OH",154500.0,-0.0147,0.54,25.0,-0.1935,0.1364,50.0,-0.2453,0.2903,32.0,0.6,0.4545,0.0,,,4.0,-0.6,-0.6,35.0,0.0448,0.0938,88.0,-0.1056,0.4837,1506.0,0.0294,0.025,167851.0,0.0027,0.4398,61.0,-0.0469,0.1091,1.4,0.3194,-0.0545,1.0,2020,OH
2223,2020-08-01,44135,"CLEVELAND, OH",149900.0,0.0711,0.1212,21.0,-0.1765,0.0244,37.0,-0.0875,0.4455,36.0,0.2,-0.1429,0.0,,,8.0,0.0,0.3333,46.0,0.3333,-0.1154,116.0,-0.0633,0.0375,1277.0,0.0037,0.1144,152350.0,0.0422,0.0796,66.0,0.0645,-0.0897,2.1905,0.8375,-0.3461,0.0,2020,OH
2224,2020-08-01,27052,"WALNUT COVE, NC",377450.0,0.5826,0.4805,7.0,0.4,0.75,21.0,-0.5692,-0.5625,4.0,-0.3333,-0.3333,0.0,,,0.0,,,5.0,0.1111,-0.1667,,,,,,,457463.0,0.1382,0.0116,11.0,0.1,0.1579,0.7143,-0.1857,-0.7857,0.0,2020,NC
2225,2020-08-01,35645,"KILLEN, AL",358705.0,-0.0991,-0.0068,45.0,-0.0426,0.5254,75.0,-0.2021,-0.2268,16.0,0.1429,-0.1111,0.0,,,12.0,0.2,1.0,26.0,0.5294,0.2093,170.0,-0.0273,0.0093,2060.0,-0.1398,-0.1417,540647.0,-0.1135,-0.143,70.0,0.1024,0.3861,0.5778,0.2161,-0.151,0.0,2020,AL
2226,2020-08-01,75929,"BROADDUS, TX",364450.0,-0.0382,-0.1201,10.0,0.4286,0.3333,40.0,-0.1398,-0.1623,4.0,0.0,1.0,0.0,,,0.0,-1.0,-1.0,2.0,1.0,-0.6,282.0,0.2919,0.1662,1576.0,-0.0223,-0.2854,421141.0,0.0358,-0.1635,12.0,0.6,-0.04,0.2,0.0571,-0.4667,1.0,2020,TX
2227,2020-08-01,61281,"SHERRARD, IL",289500.0,0.5444,0.9128,2.0,0.0,0.3333,26.0,-0.7003,-0.7895,0.0,,,0.0,,,0.0,-1.0,,2.0,0.0,-0.3333,81.0,0.1986,-0.1121,3567.0,0.7055,1.3792,289500.0,0.7965,0.9128,4.0,0.0,-0.1111,1.0,0.0,-1.0,1.0,2020,IL
2228,2020-08-01,60517,"WOODRIDGE, IL",389000.0,0.0217,0.0486,13.0,-0.037,-0.2353,23.0,-0.0612,-0.2,24.0,0.0909,-0.1429,0.0,,,4.0,,-0.3333,29.0,-0.0492,0.0,213.0,-0.0257,0.1392,1895.0,0.1557,0.008,414121.0,0.001,0.1396,41.0,-0.0353,-0.1087,2.2308,-0.0285,0.5249,0.0,2020,IL
2229,2020-08-01,75661,"KARNACK, TX",384000.0,-0.0733,0.4541,17.0,0.0625,1.4286,149.0,0.0722,7.6087,4.0,,0.0,0.0,,,4.0,-0.3333,,2.0,0.0,-0.5556,210.0,0.0612,0.0567,1864.0,-0.0097,0.254,408717.0,-0.0276,0.4195,18.0,0.0588,0.5652,0.1176,-0.0074,-0.5252,1.0,2020,TX
2230,2020-08-01,67335,"CHERRYVALE, KS",222000.0,0.2265,0.983,2.0,-0.3333,-0.8,155.0,0.161,0.3717,0.0,-1.0,-1.0,0.0,,,0.0,,-1.0,4.0,0.1429,-0.4667,122.0,0.3304,0.646,1692.0,-0.0396,-0.0281,222000.0,0.1078,0.3621,6.0,0.0,-0.6471,2.0,0.8333,1.25,1.0,2020,KS
2231,2020-08-01,63401,"HANNIBAL, MO",166000.0,0.0076,0.054,25.0,0.1905,-0.1525,40.0,-0.276,-0.3277,28.0,0.75,0.0769,0.0,,,12.0,2.0,0.0,23.0,0.2105,-0.0612,110.0,-0.0124,0.5409,1484.0,-0.0332,-0.1474,213325.0,-0.0229,0.0112,46.0,0.15,-0.098,0.92,0.0152,0.0895,0.0,2020,MO
2232,2020-08-01,92230,"CABAZON, CA",299999.0,-0.1513,0.0084,2.0,-0.4286,-0.5556,102.0,0.2593,1.702,0.0,,-1.0,0.0,,,0.0,,-1.0,3.0,-0.25,-0.4,342.0,0.0802,0.1536,986.0,-0.0053,-0.0971,322666.0,-0.1214,0.0744,5.0,-0.2857,-0.4444,1.5,0.3571,0.3889,1.0,2020,CA
2233,2020-08-01,43406,"BRADNER, OH",89000.0,-0.2834,-0.5214,1.0,-0.5,-0.5,48.0,0.1034,-0.4839,0.0,,,0.0,,,0.0,-1.0,,2.0,0.3333,1.0,63.0,-0.1285,-0.5145,1540.0,-0.0798,0.0777,89000.0,-0.2834,-0.5214,3.0,0.0,0.0,2.0,1.25,1.5,1.0,2020,OH
2234,2020-08-01,71960,"NORMAN, AR",297000.0,0.98,0.3687,6.0,1.0,1.0,44.0,-0.0881,0.1,0.0,,,0.0,,,0.0,,,1.0,0.0,-0.5,242.0,-0.2976,0.8378,1556.0,1.6463,0.3254,358667.0,0.176,0.429,6.0,0.5,0.2,0.1667,-0.1667,-0.5,0.0,2020,AR
2235,2020-08-01,60518,"EARLVILLE, IL",319750.0,0.3442,0.8809,3.0,-0.1429,-0.4,99.0,0.5573,4.0513,4.0,,1.0,0.0,,,0.0,-1.0,-1.0,4.0,0.1429,0.6,164.0,0.0436,0.6478,2344.0,0.525,0.6565,513375.0,0.1427,0.9411,6.0,-0.1429,-0.2,1.3333,0.3333,0.8333,1.0,2020,IL
2236,2020-08-01,79036,"FRITCH, TX",202772.0,-0.264,0.1393,8.0,0.0,-0.5429,29.0,-0.7965,-0.383,0.0,-1.0,-1.0,0.0,,,4.0,,0.0,5.0,0.6667,0.1111,111.0,0.0444,0.109,1706.0,0.1021,-0.0303,275068.0,-0.0565,0.3597,13.0,0.1304,-0.3953,0.625,0.25,0.3679,1.0,2020,TX
2237,2020-08-01,76550,"LAMPASAS, TX",335000.0,0.0237,-0.0938,60.0,-0.0164,0.4458,86.0,-0.1357,0.9545,24.0,0.3333,0.3333,0.0,,,20.0,-0.0909,0.1111,11.0,0.1,0.1579,204.0,0.0087,-0.0271,1715.0,0.0266,0.0254,476542.0,0.0827,0.0241,72.0,0.0286,0.4118,0.1833,0.0194,-0.0456,0.0,2020,TX
2238,2020-08-01,84057,"OREM, UT",474999.0,0.0118,0.087,17.0,-0.1053,-0.2444,38.0,-0.1758,0.3636,20.0,0.6667,-0.1667,0.0,,-1.0,12.0,0.2,-0.1429,25.0,0.3158,-0.1071,236.0,0.0774,0.0417,2160.0,-0.0609,0.0524,490054.0,0.0201,0.1124,42.0,0.0769,-0.1683,1.4706,0.4706,0.2261,0.0,2020,UT
2239,2020-08-01,84501,"PRICE, UT",420000.0,0.0,-0.021,52.0,-0.0189,0.7049,128.0,0.1039,-0.2704,12.0,0.5,-0.1429,0.0,,,8.0,-0.2,3.0,15.0,0.4286,0.5,150.0,0.0,-0.2137,2456.0,0.0458,0.4813,425845.0,0.0268,0.0963,66.0,0.056,0.6709,0.2885,0.0903,-0.0394,0.0,2020,UT
2240,2020-08-01,75013,"ALLEN, TX",677000.0,0.0734,0.1539,54.0,0.08,0.2273,31.0,0.0081,-0.1268,56.0,0.2174,-0.0667,4.0,,1.0,32.0,0.6,1.2857,58.0,0.0357,0.0,239.0,0.0213,0.0244,3098.0,0.1152,0.3063,800193.0,0.1177,0.2433,114.0,0.0806,0.1287,1.0741,-0.0459,-0.2441,0.0,2020,TX
2241,2020-08-01,60191,"WOOD DALE, IL",329999.0,-0.0358,-0.1619,16.0,0.0323,0.1852,28.0,-0.2466,1.037,12.0,-0.1429,-0.25,0.0,,,4.0,-0.3333,1.0,13.0,0.1818,0.3684,202.0,-0.0418,0.0286,1808.0,-0.0131,-0.1268,413033.0,0.059,-0.093,29.0,0.0545,0.234,0.8125,0.1028,0.1088,1.0,2020,IL
2242,2020-08-01,48327,"WATERFORD, MI",278150.0,-0.0152,-0.003,22.0,-0.102,0.1579,30.0,-0.3909,-0.25,28.0,0.75,0.5556,0.0,,,8.0,-0.2,1.0,23.0,-0.1481,2.0667,190.0,-0.0421,-0.0674,1508.0,0.0332,0.0661,370959.0,0.1211,0.055,46.0,-0.1154,0.7692,1.0455,-0.0566,0.6507,0.0,2020,MI
2243,2020-08-01,53207,"MILWAUKEE, WI",289900.0,0.0132,0.0747,41.0,0.0649,0.1549,26.0,-0.1969,0.3247,24.0,-0.0769,-0.0769,0.0,,,8.0,-0.2,0.3333,5.0,-0.2857,-0.2857,223.0,-0.0098,0.0841,1354.0,-0.0342,-0.0164,314410.0,-0.0687,0.0626,47.0,0.0444,0.0805,0.122,-0.0599,-0.0752,0.0,2020,WI
2244,2020-07-01,25086,"GLASGOW, WV",125000.0,0.5625,3.1668,2.0,-0.2,1.0,43.0,-0.4286,-0.6601,0.0,,,0.0,,,0.0,,,1.0,0.0,0.0,109.0,0.4717,2.5466,1122.0,-0.0158,0.1543,125000.0,0.7442,3.1668,3.0,0.0,2.0,0.5,0.1,-0.5,1.0,2020,WV
2245,2020-07-01,50134,"KELLEY, IA",185000.0,3.1111,-0.2744,0.0,-1.0,-1.0,52.0,0.2381,-0.5152,0.0,,,0.0,,,0.0,,,1.0,0.0,-0.6667,214.0,3.6202,-0.1287,864.0,-0.1102,-0.1834,185000.0,3.1111,-0.2744,1.0,-0.3333,-0.75,,,,1.0,2020,IA
2246,2020-07-01,80469,"PHIPPSBURG, CO",420000.0,0.0,-0.0175,1.0,0.0,0.0,202.0,0.1614,35.6364,0.0,,,0.0,,,0.0,,,1.0,-0.5,-0.5,269.0,0.0,-0.1017,1564.0,0.0,0.0937,420000.0,0.0,-0.0175,1.0,-0.5,0.0,0.5,-0.5,-0.5,1.0,2020,CO
2247,2020-07-01,72153,"SHIRLEY, AR",249450.0,0.4056,-0.2463,9.0,0.6364,-0.0526,26.0,-0.2778,-0.7689,4.0,-0.3333,,0.0,,,4.0,0.0,0.0,3.0,2.0,1.0,141.0,0.1878,0.0794,1982.0,0.0766,-0.2051,394100.0,0.4836,0.1473,12.0,0.8462,0.1429,0.3333,0.1515,0.1754,1.0,2020,AR
2248,2020-07-01,8092,"WEST CREEK, NJ",669900.0,0.0654,0.105,8.0,0.2308,0.3333,22.0,-0.6309,-0.4819,4.0,,-0.3333,0.0,,,0.0,,,4.0,-0.2727,-0.7143,309.0,0.1525,0.3046,1600.0,0.0104,-0.2003,561814.0,0.0547,-0.0459,11.0,-0.0833,-0.4762,0.5,-0.3462,-1.8333,1.0,2020,NJ
2249,2020-07-01,45849,"GROVER HILL, OH",125000.0,1.1552,-0.1661,2.0,1.0,1.0,76.0,0.2991,7.0,0.0,,-1.0,0.0,,,0.0,,,2.0,0.5,-0.4,60.0,0.0,-0.4099,1398.0,0.4563,-0.0451,147500.0,1.5431,-0.016,3.0,2.0,0.0,0.75,-0.25,-1.75,1.0,2020,OH
2250,2020-07-01,28745,"LAKE JUNALUSKA, NC",549000.0,0.2296,0.0422,3.0,-0.1429,0.5,120.0,-0.0588,0.7844,0.0,,,0.0,,,0.0,,-1.0,1.0,-0.5,-0.5,245.0,0.0462,0.1374,2657.0,0.3411,0.0934,553000.0,0.1328,0.0498,5.0,-0.0909,0.1111,0.3333,-0.2381,-0.6667,0.0,2020,NC
2251,2020-07-01,21401,"ANNAPOLIS, MD",639900.0,0.0126,-0.0586,55.0,0.1,0.5942,40.0,-0.0533,-0.1209,44.0,0.1,-0.12,4.0,,,24.0,0.3333,2.0,49.0,-0.0667,-0.1091,310.0,-0.028,0.0005,1820.0,0.1708,0.0478,849941.0,0.0599,-0.026,103.0,0.0148,0.1444,0.8909,-0.1591,-0.7033,0.0,2020,MD
2252,2020-07-01,27851,"LUCAMA, NC",284417.0,-0.0333,0.1496,12.0,0.2,1.0,65.0,0.1556,-0.4037,0.0,,,0.0,,,8.0,1.0,,1.0,0.0,-0.9091,188.0,-0.0136,0.0341,1578.0,0.0534,0.1927,267828.0,-0.0904,0.1952,12.0,0.0909,-0.2941,0.0833,-0.0167,-1.75,1.0,2020,NC
2253,2020-07-01,95963,"ORLAND, CA",469000.0,0.0794,0.0551,16.0,0.1852,-0.2889,64.0,-0.0863,0.4767,8.0,0.0,-0.3333,0.0,,,4.0,0.0,-0.5,8.0,-0.2,-0.4286,280.0,0.0658,-0.0187,1434.0,-0.0127,-0.1102,528410.0,0.1346,-0.0387,25.0,0.087,-0.3243,0.5,-0.2407,-0.1222,0.0,2020,CA
2254,2020-07-01,21530,"FLINTSTONE, MD",280000.0,0.0,0.4854,3.0,-0.3333,2.0,35.0,-0.2135,6.0,0.0,-1.0,-1.0,0.0,,,0.0,,,3.0,0.2,,174.0,-0.1204,0.198,1856.0,0.2858,0.4266,319633.0,0.0533,0.6957,7.0,0.0,6.0,1.0,0.4444,,1.0,2020,MD
2255,2020-07-01,84063,"RANDLETT, UT",589000.0,-0.0938,,1.0,0.0,,18.0,-0.882,,0.0,,,0.0,,,0.0,,,1.0,,,447.0,1.0796,,1205.0,-0.6013,,589000.0,-0.0938,,2.0,1.0,,1.0,,,0.0,2020,UT
2256,2020-07-01,65766,"UDALL, MO",235000.0,0.0,,1.0,0.0,,208.0,0.0348,,0.0,,,0.0,,,0.0,,,,,,220.0,0.0,,1068.0,0.0,,235000.0,0.0,,1.0,0.0,,,,,0.0,2020,MO
2257,2020-07-01,87567,"SANTA CRUZ, NM",897000.0,-0.0223,-0.357,2.0,-0.4286,-0.3333,290.0,1.0863,0.9269,0.0,,,0.0,,,0.0,,,1.0,0.0,,273.0,-0.0299,-0.1429,3757.0,0.4069,-0.1431,897000.0,0.0876,-0.31,3.0,-0.25,0.0,0.5,0.2143,,1.0,2020,NM
