,month_date_yyyymm,postal_code,zip_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag,year,state_id
1159,2022-05-01,59221,"FAIRVIEW, MT",232450.0,-0.3541,1.0213,5.0,-0.1667,0.6667,204.0,0.1595,0.2839,0.0,,,0.0,,,0.0,,,2.0,3.0,,110.0,-0.3319,-0.1227,2280.0,0.0,0.501,254850.0,-0.1801,0.3071,6.0,0.0,1.0,0.4,0.3167,0.4,1.0,2022,MT
1160,2022-05-01,46970,"PERU, IN",142450.0,0.0364,0.0835,28.0,0.0,0.1915,41.0,-0.3492,-0.1183,16.0,-0.3846,-0.2,0.0,,,12.0,0.0,1.0,21.0,-0.0667,0.05,98.0,0.0041,0.2244,1429.0,-0.0286,-0.1013,161901.0,0.0793,0.0408,50.0,-0.0291,0.1111,0.75,-0.0536,-0.1011,0.0,2022,IN
1161,2022-05-01,77422,"BRAZORIA, TX",249950.0,0.1259,0.0588,53.0,-0.0536,0.1398,63.0,-0.3207,-0.0809,20.0,0.25,1.0,0.0,,,16.0,-0.2727,1.6667,18.0,0.44,0.2414,155.0,0.0117,0.0258,1732.0,0.1011,-0.0127,368971.0,0.1043,0.111,69.0,0.0073,0.1405,0.3396,0.1164,0.0278,1.0,2022,TX
1162,2022-05-01,12198,"WYNANTSKILL, NY",449000.0,0.0694,-0.0697,10.0,0.0,-0.0909,52.0,0.7931,-0.6886,8.0,0.3333,3.0,0.0,,,4.0,,1.0,17.0,0.0,0.1724,251.0,-0.0085,0.0294,1800.0,-0.0033,-0.0264,447835.0,0.0815,-0.1359,27.0,0.0,0.0588,1.7,0.0,0.3818,1.0,2022,NY
1163,2022-05-01,97394,"WALDPORT, OR",617500.0,0.0041,0.1177,33.0,0.4348,1.129,40.0,-0.2381,-0.2793,12.0,0.2,0.0,0.0,,,8.0,1.0,1.0,6.0,-0.2,-0.2941,324.0,-0.022,-0.027,1935.0,0.044,0.185,661109.0,0.0322,-0.0677,39.0,0.3,0.625,0.1818,-0.1443,-0.3666,0.0,2022,OR
1164,2022-05-01,25420,"GERRARDSTOWN, WV",489900.0,-0.1091,0.3295,6.0,0.2,-0.4783,51.0,0.2911,-0.2867,4.0,1.0,0.0,0.0,,-1.0,0.0,,,4.0,-0.2,-0.5789,207.0,0.2857,0.4975,2038.0,-0.3004,-0.2238,610575.0,-0.1664,0.744,11.0,0.1,-0.5,0.6667,-0.3333,-0.1594,0.0,2022,WV
1165,2022-05-01,78248,"SAN ANTONIO, TX",550000.0,0.0285,-0.0306,36.0,0.0909,0.7561,51.0,-0.1207,0.7,24.0,0.7143,0.5,0.0,,,20.0,0.4286,1.5,21.0,0.68,1.0,200.0,0.0298,-0.0398,2903.0,-0.0354,0.0455,600868.0,0.0571,0.0,54.0,0.1868,0.7419,0.5833,0.2045,0.0711,0.0,2022,TX
1166,2022-05-01,31088,"WARNER ROBINS, GA",259000.0,-0.0766,-0.0562,98.0,-0.0345,0.568,44.0,-0.2247,0.375,68.0,-0.0556,-0.1282,0.0,-1.0,,32.0,0.2308,1.0,93.0,-0.0313,-0.1308,134.0,-0.0217,0.0127,1963.0,-0.0483,-0.143,288304.0,-0.025,-0.0268,196.0,-0.0051,0.1563,0.949,0.0032,-0.763,0.0,2022,GA
1167,2022-05-01,41601,"ALLEN, KY",125500.0,1.3679,-0.7329,3.0,2.0,2.0,254.0,-0.1433,0.8014,0.0,,,0.0,,,0.0,,,,,,79.0,0.2502,-0.437,1592.0,0.8952,-0.4916,185833.0,2.5063,-0.6045,3.0,2.0,0.5,,,,1.0,2022,KY
1168,2022-05-01,39179,"VAUGHAN, MS",170000.0,-0.0556,1.4638,1.0,0.0,-0.5,105.0,0.4286,-0.3939,0.0,,,0.0,,,0.0,,,,,,126.0,-0.0556,1.4125,1350.0,0.0,-0.2059,170000.0,-0.0556,1.4638,1.0,0.0,-0.5,,,,1.0,2022,MS
1169,2022-05-01,4765,"PATTEN, ME",489000.0,-0.21,0.956,3.0,0.5,-0.5714,150.0,0.1538,-0.2327,0.0,,,0.0,,,0.0,,,,,,166.0,-0.4219,0.099,1832.0,-0.2325,1.0584,441667.0,-0.2865,0.7532,3.0,0.2,-0.625,,,,1.0,2022,ME
1170,2022-05-01,23056,"FOSTER, VA",550000.0,,0.4706,1.0,,0.0,8.0,,-0.9569,4.0,,,0.0,,,0.0,,,,,,268.0,,0.9699,2053.0,,-0.2535,550000.0,,0.4706,1.0,,0.0,,,,1.0,2022,VA
1171,2022-05-01,38772,,205000.0,-0.0465,,1.0,0.0,,331.0,0.0799,,0.0,,,0.0,,,0.0,,,,,,95.0,-0.0465,,2152.0,0.0,,205000.0,-0.0465,,1.0,0.0,,,,,0.0,2022,
1172,2022-05-01,53825,"STITZER, WI",590000.0,2.6875,,1.0,,,5.0,-0.9038,,4.0,,,0.0,,,0.0,,,,,,296.0,1.6899,,1996.0,0.3709,,590000.0,2.6875,,1.0,,,,,,0.0,2022,WI
1173,2022-04-01,12734,"FERNDALE, NY",250000.0,0.0421,-0.1639,2.0,0.3333,-0.5,51.0,-0.0933,0.0851,0.0,,,0.0,,,0.0,,,,,,238.0,0.1829,0.0754,1128.0,-0.0762,-0.0183,257450.0,0.0732,-0.1781,2.0,0.3333,-0.5,,,,1.0,2022,NY
1174,2022-04-01,79718,"BALMORHEA, TX",1240000.0,0.0,,1.0,0.0,,29.0,5.4444,,0.0,-1.0,,0.0,,,0.0,,,,,,295.0,0.0,,4200.0,0.0,,1240000.0,0.0,,1.0,0.0,,,,,0.0,2022,TX
1175,2022-04-01,81649,"RED CLIFF, CO",1190000.0,0.904,0.8044,1.0,,-0.5,15.0,-0.7222,-0.876,0.0,,,0.0,,,0.0,,,,,,424.0,-0.4406,-0.3084,2808.0,2.4036,1.3776,1190000.0,0.904,0.8044,1.0,,-0.5,,,,1.0,2022,CO
1176,2022-04-01,99605,"HOPE, AK",650000.0,,-0.7593,1.0,,0.0,14.0,,-0.9525,0.0,-1.0,,0.0,,,0.0,,,1.0,0.0,,424.0,,-0.3766,1534.0,,-0.6138,650000.0,,-0.7593,1.0,0.0,0.0,1.0,,,1.0,2022,AK
1177,2022-04-01,25831,"DANESE, WV",220000.0,,0.5449,1.0,,-0.5,2.0,,-0.907,4.0,,,0.0,,,0.0,,,,,,104.0,,-0.2965,2112.0,,0.5644,220000.0,,0.7976,1.0,,-0.6667,,,,1.0,2022,WV
1178,2022-04-01,74577,"WHITESBORO, OK",750000.0,0.0,,2.0,0.0,,185.0,0.2059,,0.0,,,0.0,,,0.0,,,,,,,,,,,,750000.0,0.0,,2.0,0.0,,,,,0.0,2022,OK
1179,2022-04-01,14544,"RUSHVILLE, NY",299900.0,0.1672,1.1583,3.0,-0.25,0.5,27.0,2.6,-0.4653,4.0,-0.3333,,0.0,,,0.0,,,,,,127.0,-0.0923,0.393,2312.0,-0.2016,0.5278,378267.0,0.2036,1.7223,3.0,-0.25,0.5,,,,1.0,2022,NY
1180,2022-04-01,62471,"VANDALIA, IL",127000.0,-0.0305,0.018,12.0,-0.1724,-0.4146,99.0,0.0535,0.3873,4.0,-0.3333,-0.5,0.0,,,0.0,-1.0,-1.0,9.0,-0.1,0.3846,101.0,-0.0261,0.3402,1556.0,-0.0077,-0.1134,161054.0,-0.0749,0.0138,21.0,-0.16,-0.2364,0.75,0.0603,0.4329,0.0,2022,IL
1181,2022-04-01,14816,"BREESPORT, NY",214900.0,,,1.0,,,8.0,,,0.0,,,0.0,,,0.0,,,,,,99.0,,,2170.0,,,214900.0,,,1.0,,0.0,,,,0.0,2022,NY
1182,2022-04-01,59528,"HINGHAM, MT",265000.0,3.0212,,2.0,1.0,,13.0,-0.8824,,0.0,,,0.0,,,0.0,,,,,,95.0,0.6668,,3380.0,1.934,,265000.0,3.0212,,2.0,1.0,,,,,0.0,2022,MT
1183,2022-04-01,15909,"JOHNSTOWN, PA",125500.0,-0.4978,-0.1113,3.0,0.0,-0.4545,43.0,-0.3986,1.5294,4.0,1.0,-0.5,0.0,,,0.0,,-1.0,5.0,1.0,1.5,111.0,0.0478,0.6637,1408.0,-0.2306,-0.0613,173133.0,-0.1944,0.0054,7.0,0.4,0.0,1.6667,0.8333,1.303,1.0,2022,PA
1184,2022-04-01,29927,"HARDEEVILLE, SC",499900.0,0.009,-0.0532,63.0,0.0413,0.8,45.0,0.0056,-0.4675,24.0,-0.25,0.5,20.0,1.5,9.0,24.0,1.0,0.5,56.0,0.2584,-0.145,293.0,0.1417,0.1497,1926.0,0.0113,-0.0278,610587.0,0.0517,0.1162,117.0,0.1415,0.1759,0.8889,0.1534,-0.9825,0.0,2022,SC
1185,2022-04-01,83617,"EMMETT, ID",659500.0,-0.0622,0.147,53.0,-0.0619,-0.1719,70.0,-0.3349,-0.1977,28.0,0.5556,1.0,0.0,-1.0,-1.0,12.0,-0.25,-0.4,47.0,0.2368,0.2533,310.0,-0.0635,0.1888,2075.0,-0.0484,-0.0189,863252.0,-0.0255,0.2053,101.0,0.0688,-0.0098,0.8868,0.2142,0.3009,1.0,2022,ID
1186,2022-04-01,58575,"TURTLE LAKE, ND",91500.0,0.7264,-0.5978,4.0,0.3333,0.6,100.0,-0.2481,-0.5354,0.0,-1.0,,0.0,,,0.0,,,2.0,0.0,,75.0,0.0516,-0.55,1081.0,0.0065,-0.2195,93250.0,0.1512,-0.5505,6.0,0.2,1.4,0.5,-0.1667,,1.0,2022,ND
1187,2022-04-01,76679,"PURDON, TX",565667.0,0.0,0.6613,1.0,0.0,-0.8571,64.0,0.9692,-0.195,0.0,,-1.0,0.0,,,0.0,,-1.0,1.0,-0.5,0.0,260.0,0.0,0.5323,2178.0,0.0,0.1837,565667.0,0.0,0.4665,2.0,-0.3333,-0.7333,1.0,-1.0,0.8571,1.0,2022,TX
1188,2022-04-01,70123,"NEW ORLEANS, LA",399900.0,-0.0438,0.0274,69.0,0.122,0.3269,47.0,-0.3712,-0.109,32.0,0.1429,0.2308,0.0,,,36.0,2.0,0.0588,24.0,0.1707,-0.04,202.0,-0.015,0.0091,2000.0,-0.0103,-0.0365,530029.0,0.0602,0.186,93.0,0.1411,0.2568,0.3478,0.0145,-0.1329,0.0,2022,LA
1189,2022-04-01,51575,"TREYNOR, IA",454900.0,-0.081,,6.0,0.0909,,62.0,-0.1359,,0.0,-1.0,,0.0,,,4.0,,,3.0,-0.25,,205.0,-0.0495,,2019.0,-0.0132,,648214.0,-0.0833,,8.0,-0.1579,,0.5,-0.2273,,0.0,2022,IA
1190,2022-04-01,49656,"LUTHER, MI",130000.0,-0.1328,-0.5184,5.0,0.0,0.4286,137.0,-0.2374,0.0561,4.0,1.0,0.0,0.0,,,0.0,-1.0,,2.0,0.0,-0.2,162.0,0.0,-0.4107,1080.0,-0.2732,-0.0451,425780.0,0.0748,-0.1151,8.0,0.1429,0.4545,0.4,0.0,-0.3143,1.0,2022,MI
1191,2022-04-01,87501,"SANTA FE, NM",1060000.0,-0.0361,-0.2395,86.0,0.0178,0.5636,119.0,0.0943,1.0786,36.0,1.25,0.2857,0.0,,,12.0,0.2,-0.1429,42.0,0.3125,0.6154,527.0,-0.0429,0.0523,1952.0,0.0138,-0.1836,1712578.0,0.0035,-0.2334,124.0,0.0736,0.5215,0.4884,0.1097,0.0156,1.0,2022,NM
1192,2022-04-01,37892,"WINFIELD, TN",645000.0,-0.2833,1.0156,5.0,0.0,0.25,78.0,0.322,2.6279,0.0,,,0.0,,,4.0,0.0,,1.0,-0.5,,214.0,0.0494,0.2592,3265.0,-0.3054,0.9833,672500.0,-0.1021,1.0226,6.0,-0.1429,0.5,0.2,-0.2,,1.0,2022,TN
1193,2022-04-01,4461,"MILFORD, ME",242111.0,0.2186,1.4229,4.0,-0.1111,3.0,53.0,0.8596,0.8929,0.0,-1.0,-1.0,0.0,,,4.0,,,1.0,0.0,0.0,159.0,-0.0125,0.6246,1593.0,0.0693,0.8438,242450.0,0.021,1.4263,5.0,-0.0909,1.5,0.25,0.0278,-0.75,1.0,2022,ME
1194,2022-04-01,71866,"WINTHROP, AR",145000.0,-0.0333,,1.0,0.0,,96.0,0.4884,,0.0,,,0.0,,,0.0,,,,,,82.0,-0.0333,,1768.0,0.0,,145000.0,-0.0333,,1.0,0.0,,,,,0.0,2022,AR
1195,2022-04-01,25413,"BUNKER HILL, WV",347450.0,0.0146,0.1254,17.0,-0.1053,-0.5143,40.0,0.3559,-0.2825,12.0,-0.4545,-0.1429,0.0,-1.0,,4.0,-0.3333,,46.0,0.4154,1.6286,187.0,0.0457,0.0439,2080.0,0.2319,0.2281,453310.0,-0.0036,0.2644,63.0,0.2,0.2115,2.7059,0.9954,2.2059,0.0,2022,WV
1196,2022-04-01,95132,"SAN JOSE, CA",1498000.0,0.081,0.0317,7.0,1.3333,-0.4815,7.0,-0.7833,-0.6061,20.0,1.0,0.4286,0.0,-1.0,,0.0,,-1.0,7.0,-0.5333,-0.3,950.0,-0.0193,0.1016,1491.0,0.1135,-0.1058,1580271.0,0.0776,0.0751,13.0,-0.3158,-0.4348,1.0,-4.0,0.2593,1.0,2022,CA
1197,2022-04-01,95303,"BALLICO, CA",1375000.0,-0.4022,,2.0,1.0,,48.0,0.4328,,0.0,,,0.0,,,0.0,,,1.0,,,527.0,-0.2756,,2264.0,-0.284,,1375000.0,-0.4022,,3.0,2.0,,0.5,,,0.0,2022,CA
1198,2022-04-01,31033,"HADDOCK, GA",325000.0,0.0744,0.3306,3.0,-0.1429,0.0,71.0,-0.0208,1.7115,0.0,,-1.0,0.0,,,0.0,,,3.0,0.5,-0.4545,162.0,0.1179,0.8389,2011.0,-0.0139,-0.1245,306667.0,0.1636,0.2555,6.0,0.0909,-0.2,1.0,0.4286,-0.8333,1.0,2022,GA
1199,2022-04-01,54212,"FISH CREEK, WI",629900.0,0.0328,-0.0382,17.0,-0.0286,-0.0556,172.0,0.2242,0.0835,0.0,-1.0,,0.0,,-1.0,0.0,,,7.0,0.0,0.0,299.0,0.0321,0.0555,2332.0,0.0,0.0,919183.0,0.5468,-0.2123,24.0,-0.04,-0.04,0.4118,0.0118,0.0229,0.0,2022,WI
1200,2022-04-01,29108,"NEWBERRY, SC",239000.0,0.0864,-0.0971,20.0,-0.0698,-0.4118,48.0,-0.163,-0.246,12.0,0.5,-0.1429,0.0,,,8.0,3.0,-0.6,14.0,0.5556,6.0,134.0,-0.0096,0.2058,1775.0,0.0006,-0.1917,294475.0,-0.1602,0.19,34.0,0.1148,-0.0556,0.7,0.2814,0.6412,0.0,2022,SC
1201,2022-04-01,25039,"CEDAR GROVE, WV",100000.0,-0.36,1.2272,1.0,-0.3333,0.0,36.0,1.8235,-0.6308,0.0,-1.0,,0.0,,,0.0,,,1.0,,,81.0,-0.2938,3.4472,1241.0,-0.0862,-0.4992,100000.0,-0.36,1.2272,2.0,0.3333,1.0,1.0,,,1.0,2022,WV
1202,2022-04-01,13026,"AURORA, NY",899000.0,0.8165,1.0671,1.0,-0.75,-0.8333,169.0,1.061,1.3472,0.0,,,0.0,,,0.0,,,5.0,0.6667,4.0,113.0,-0.1474,-0.2936,1416.0,-0.2625,-0.3974,899000.0,0.7222,0.4906,6.0,-0.1429,-0.1429,5.0,4.25,4.8333,1.0,2022,NY
1203,2022-04-01,92070,"SANTA YSABEL, CA",1050000.0,0.1554,-0.087,5.0,-0.0909,0.6667,67.0,0.8611,-0.0629,0.0,,,0.0,,,4.0,,,2.0,1.0,1.0,571.0,0.0282,-0.034,1944.0,0.1506,0.0,2156600.0,0.1451,0.0197,7.0,0.0769,0.75,0.4,0.2182,0.0667,0.0,2022,CA
1204,2022-04-01,61822,"CHAMPAIGN, IL",445500.0,0.0331,-0.0336,27.0,-0.069,0.2558,62.0,-0.1604,-0.1087,20.0,-0.0909,-0.2857,0.0,,,8.0,0.3333,0.3333,28.0,0.1915,-0.3913,193.0,0.0275,0.0987,2276.0,0.0074,-0.0042,554750.0,0.0363,0.1012,55.0,0.0377,-0.1791,1.037,0.2267,-1.1025,1.0,2022,IL
1205,2022-04-01,33194,"MIAMI, FL",874999.0,0.2503,0.2324,10.0,0.0526,1.0,51.0,-0.495,-0.0685,0.0,-1.0,-1.0,0.0,,,4.0,1.0,,6.0,0.3333,0.0909,363.0,-0.0488,0.2241,2338.0,0.2073,0.0047,842641.0,0.0516,0.1601,15.0,0.0714,0.3636,0.6,0.1263,-0.5,1.0,2022,FL
1206,2022-04-01,33137,"MIAMI, FL",995000.0,0.0153,0.1148,478.0,0.0888,0.3186,85.0,-0.1605,-0.1371,100.0,0.1364,0.3158,8.0,3.0,1.0,80.0,0.0256,0.3793,64.0,0.024,-0.0725,871.0,0.0115,0.046,1174.0,0.0095,0.0195,1914631.0,-0.1231,0.032,541.0,0.0745,0.2581,0.1339,-0.0085,-0.0565,0.0,2022,FL
1207,2022-04-01,75252,"DALLAS, TX",599000.0,0.141,-0.0032,47.0,0.3239,1.5405,36.0,-0.2283,0.2456,40.0,1.0,1.2222,0.0,,,24.0,0.7143,2.0,15.0,-0.2308,-0.3182,272.0,0.0,0.0413,2247.0,0.0219,-0.1147,678098.0,0.2059,-0.0081,61.0,0.0991,0.5062,0.3191,-0.2301,-0.87,1.0,2022,TX
1208,2022-04-01,47579,"SANTA CLAUS, IN",327450.0,0.0495,0.1665,13.0,0.2381,0.1818,45.0,0.4286,-0.2174,8.0,0.3333,1.0,0.0,,,4.0,1.0,0.0,7.0,0.4,,162.0,-0.0103,0.0011,2103.0,0.0985,-0.0324,374287.0,-0.0494,-0.9231,20.0,0.2903,0.8182,0.5385,0.0623,0.5385,1.0,2022,IN
1209,2022-04-01,36350,"MIDLAND CITY, AL",307950.0,0.0356,-0.3437,19.0,0.1176,0.3103,29.0,0.3976,-0.1594,8.0,-0.5,-0.2,0.0,,,4.0,1.0,0.0,14.0,-0.1515,13.0,147.0,0.0096,0.0716,2117.0,0.0342,-0.3299,332087.0,0.0336,-0.1887,34.0,0.0303,1.2667,0.7368,-0.2337,0.6679,1.0,2022,AL
1210,2022-04-01,61282,"SILVIS, IL",229900.0,-0.2085,0.4126,14.0,0.2727,-0.1765,63.0,-0.1694,-0.3075,4.0,1.0,-0.5,0.0,,,0.0,-1.0,-1.0,4.0,-0.1111,-0.619,138.0,-0.1476,0.2461,1610.0,-0.0723,0.062,225764.0,-0.0541,0.1724,18.0,0.125,-0.3333,0.2857,-0.1234,-0.3319,0.0,2022,IL
1211,2022-04-01,46030,"ARCADIA, IN",378000.0,0.6002,-0.1528,2.0,0.0,0.0,21.0,-0.7423,-0.0562,4.0,0.0,1.0,0.0,,,0.0,,,4.0,0.6,0.3333,158.0,0.3774,-0.3151,2371.0,0.2942,0.408,378000.0,0.6002,-0.1255,6.0,0.5,0.5,2.0,0.75,0.5,1.0,2022,IN
1212,2022-04-01,34734,"GOTHA, FL",425000.0,0.0211,0.0316,9.0,0.6364,1.5714,29.0,-0.1278,-0.3927,4.0,0.0,0.0,0.0,,,12.0,2.0,,7.0,0.0769,0.2727,271.0,-0.0081,0.0203,1713.0,0.0448,-0.2315,941492.0,0.2662,0.119,14.0,0.12,0.4737,0.7778,-0.404,-0.7937,0.0,2022,FL
1213,2022-04-01,49601,"CADILLAC, MI",179900.0,0.0,-0.0798,32.0,-0.0588,-0.0986,52.0,-0.2676,-0.419,20.0,0.4286,0.1111,0.0,,,8.0,0.0,-0.2,22.0,0.1,0.5714,120.0,-0.0355,-0.0271,1300.0,-0.0061,-0.1672,227070.0,0.0033,-0.0895,53.0,-0.0093,0.0816,0.6875,0.0993,0.2931,0.0,2022,MI
1214,2022-04-01,21849,"PARSONSBURG, MD",289495.0,0.0203,0.1137,4.0,0.6,0.0,47.0,1.0,0.1059,0.0,-1.0,-1.0,0.0,,,0.0,,,4.0,-0.2,0.0,223.0,-0.0013,0.2657,1274.0,-0.0047,-0.177,295748.0,0.0559,0.0187,8.0,0.1429,0.0,1.0,-1.0,0.0,1.0,2022,MD
1215,2022-04-01,76472,"SANTO, TX",629900.0,0.0079,-0.2027,7.0,0.0,0.4,61.0,-0.5139,-0.0121,0.0,,-1.0,0.0,,,0.0,,-1.0,1.0,0.0,0.0,310.0,0.0269,0.1091,2236.0,0.0115,-0.0045,863557.0,0.0279,-0.1217,8.0,0.0,0.3333,0.1429,0.0,-0.0571,1.0,2022,TX
1216,2022-04-01,14513,"NEWARK, NY",169000.0,0.2757,0.5378,3.0,0.5,0.5,10.0,-0.2857,-0.7949,4.0,0.0,0.0,0.0,,,0.0,,,1.0,-0.6667,-0.75,111.0,0.028,0.7834,1384.0,0.0178,-0.1188,181243.0,0.2819,0.5438,4.0,-0.2,-0.2727,0.3333,-1.1667,-1.6667,1.0,2022,NY
1217,2022-04-01,86440,"MOHAVE VALLEY, AZ",369900.0,-0.0034,-0.0807,27.0,0.1739,-0.2059,78.0,0.4857,0.0722,8.0,1.0,-0.4286,0.0,,-1.0,4.0,0.0,0.0,8.0,-0.4286,-0.8161,230.0,0.0447,-0.088,1672.0,-0.0238,0.0684,651567.0,0.0605,0.7033,36.0,-0.027,-0.5355,0.2963,-0.3124,-0.9831,0.0,2022,AZ
1218,2022-04-01,64788,"URICH, MO",375000.0,0.0,-0.7726,4.0,0.1429,1.0,91.0,0.2397,-0.3823,0.0,-1.0,-1.0,0.0,,,0.0,,,1.0,0.0,-0.6667,168.0,0.0,-0.1361,1702.0,0.0,-0.6439,516425.0,0.0,-0.6868,5.0,0.4286,0.1111,0.25,-0.0357,-1.25,1.0,2022,MO
1219,2022-04-01,68846,"HORDVILLE, NE",93000.0,,,1.0,,,8.0,,,0.0,,,0.0,,,0.0,,,1.0,,,91.0,,,1026.0,,,93000.0,,,1.0,,,1.0,,,0.0,2022,NE
1220,2022-04-01,49878,"RAPID RIVER, MI",231000.0,0.0,-0.5333,4.0,-0.2727,-0.4286,86.0,0.075,-0.4416,0.0,,,0.0,,,0.0,-1.0,,2.0,-0.4286,-0.6,137.0,-0.1671,-0.3958,2045.0,0.1651,0.1178,239500.0,0.009,-0.5353,6.0,-0.3333,-0.5,0.5,-0.1364,-0.2143,1.0,2022,MI
1221,2022-04-01,37737,"FRIENDSVILLE, TN",620000.0,0.0,-0.3486,9.0,-0.3333,0.5,137.0,0.2864,3.2154,4.0,-0.5,-0.6,0.0,,,4.0,-0.3333,,13.0,1.1667,0.625,334.0,0.0734,0.5602,2618.0,0.1548,-0.2101,1060227.0,0.101,-0.1241,22.0,0.1,0.5172,1.4444,1.0,0.1111,1.0,2022,TN
1222,2022-04-01,29801,"AIKEN, SC",279950.0,0.0418,-0.0367,155.0,0.1273,0.694,51.0,0.0737,-0.3333,48.0,-0.4146,-0.04,0.0,-1.0,-1.0,52.0,0.0833,2.25,66.0,0.2222,0.0233,158.0,-0.0197,0.0806,1714.0,0.0361,-0.1451,377429.0,-0.0452,-0.1887,221.0,0.1787,0.4304,0.4258,0.0331,-0.2791,0.0,2022,SC
1223,2022-04-01,75972,"SAN AUGUSTINE, TX",299900.0,-0.1997,-0.0772,16.0,0.0667,0.0323,88.0,-0.3725,-0.4731,4.0,,,0.0,,,4.0,1.0,-0.5,1.0,0.0,0.0,184.0,-0.0746,0.2151,1568.0,0.1527,0.0453,371722.0,-0.1151,-0.1842,17.0,0.0625,0.0,0.0625,-0.0042,-0.002,0.0,2022,TX
1224,2022-03-01,87001,"ALGODONES, NM",599000.0,-0.0567,0.1633,4.0,0.3333,3.0,103.0,0.4488,-0.3366,0.0,,,0.0,,,0.0,,,2.0,,0.0,217.0,-0.0254,0.2823,2900.0,0.0,-0.0479,586333.0,-0.0255,0.1387,5.0,0.6667,0.6667,0.5,,-1.5,1.0,2022,NM
1225,2022-03-01,18214,"BARNESVILLE, PA",135900.0,-0.0621,0.2583,2.0,0.0,1.0,27.0,-0.7891,-0.7621,4.0,1.0,,0.0,,,0.0,,,2.0,,,105.0,0.1756,0.592,1946.0,0.1528,0.1837,150300.0,0.0355,0.3917,4.0,1.0,3.0,1.0,,,1.0,2022,PA
1226,2022-03-01,58081,"WYNDMERE, ND",249900.0,-0.2482,-0.3977,1.0,-0.5,0.0,107.0,0.2159,,0.0,,,0.0,,,0.0,,,1.0,0.0,,106.0,-0.2047,-0.3398,2352.0,-0.0458,-0.0877,249900.0,-0.2482,-0.3977,2.0,-0.3333,1.0,1.0,0.5,,1.0,2022,ND
1227,2022-03-01,35622,"FALKVILLE, AL",224000.0,-0.3545,0.3196,9.0,0.3846,0.8,60.0,-0.3634,0.519,8.0,1.0,,0.0,,,4.0,0.0,,3.0,0.2,2.0,137.0,0.0123,0.2411,1490.0,-0.2009,-0.1046,285006.0,-0.1697,0.3651,12.0,0.3333,1.1818,0.3333,-0.0513,0.1333,0.0,2022,AL
1228,2022-03-01,50108,"GRAND RIVER, IA",79900.0,0.0,0.0,2.0,-0.3333,1.0,136.0,0.1381,2.831,0.0,,,0.0,,,0.0,,,1.0,-0.5,0.0,115.0,0.0,-0.0363,1036.0,-0.1007,0.5417,115300.0,0.0,0.4431,3.0,-0.4,2.0,0.5,-0.1667,-0.5,1.0,2022,IA
1229,2022-03-01,50268,"WHAT CHEER, IA",174900.0,0.0145,,1.0,-0.3333,,74.0,0.7831,,0.0,,-1.0,0.0,,,0.0,,,1.0,-0.3333,-0.5,171.0,0.1223,,1020.0,-0.236,,174900.0,0.0145,,2.0,-0.3333,0.0,1.0,0.0,,1.0,2022,IA
1230,2022-03-01,4780,"SMYRNA MILLS, ME",169900.0,-0.1596,0.2179,3.0,-0.4545,-0.4,151.0,-0.4192,0.7159,0.0,,-1.0,0.0,,,0.0,,,1.0,0.0,,142.0,-0.0084,0.157,1200.0,-0.0857,0.0909,299340.0,0.0001,1.346,5.0,-0.1667,0.0,0.3333,0.1515,,1.0,2022,ME
1231,2022-03-01,97019,"CORBETT, OR",3424950.0,-0.2684,3.2157,2.0,0.3333,-0.5556,119.0,-0.1566,0.2123,0.0,,-1.0,0.0,,,0.0,,,3.0,0.0,1.0,572.0,0.149,0.5335,5950.0,-0.3017,1.474,3424950.0,-0.2684,0.9168,5.0,0.1111,-0.1667,1.5,-0.5,1.1667,1.0,2022,OR
1232,2022-03-01,15228,"PITTSBURGH, PA",689950.0,-0.0685,0.5567,14.0,-0.1515,-0.2222,132.0,0.2453,4.617,12.0,0.5,-0.5,0.0,,,0.0,-1.0,-1.0,21.0,0.2,-0.2759,257.0,-0.0398,0.2567,2634.0,0.0,0.5171,1035243.0,0.0697,1.2317,35.0,0.0448,-0.2857,1.5,0.4394,-0.1111,1.0,2022,PA
1233,2022-03-01,91007,"ARCADIA, CA",2299000.0,0.1473,0.3959,29.0,-0.1471,-0.0492,47.0,-0.0693,-0.2167,16.0,-0.1111,-0.2727,0.0,-1.0,,4.0,1.0,0.0,15.0,-0.1429,-0.2683,734.0,0.0569,0.1459,2521.0,0.0957,0.1003,2562659.0,0.0327,0.2175,45.0,-0.1429,-0.0816,0.5172,0.0025,-0.1549,0.0,2022,CA
